GSE	geo_accession	xpType	RefDye	Note	Group	Ignore	XP	Batch	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	source_name_ch1	source_name_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch2.4	characteristics_ch2.5	characteristics_ch1	characteristics_ch2	platform_id	description.9	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8
GSE41496	GSM1018241	1C			a	0	1		1			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_mock_2	"C57BL/6, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6mock-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018242	1C			a	0	1		1			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_mock_3	"C57BL/6, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6mock-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018243	1C			a	0	1		1			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_mock_4	"C57BL/6, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6mock-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018244	1C			A	0	1		0			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_PcAS_24h_1	"C57BL/6, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6PcAS-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018245	1C			A	0	1		0			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_PcAS_24h_2	"C57BL/6, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6PcAS-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018246	1C			A	0	1		0			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_PcAS_24h_3	"C57BL/6, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6PcAS-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018247	1C			A	0	1		0			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_PcAS_24h_4	"C57BL/6, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6PcAS-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018248	1C			c	0	1		1	TLR9	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr9_mock_1	"Tlr9 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9mock-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018249	1C			c	0	1		1	TLR9	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr9_mock_2	"Tlr9 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9mock-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018250	1C			c	0	1		1	TLR9	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr9_mock_3	"Tlr9 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9mock-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018251	1C			c	0	1		1	TLR9	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr9_mock_4	"Tlr9 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9mock-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018252	1C			E	0	1		0	TLR9	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr9_PcAS_24h_1	"Tlr9 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9PcAS-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018253	1C			E	0	1		0	TLR9	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr9_PcAS_24h_2	"Tlr9 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9PcAS-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018254	1C			E	0	1		0	TLR9	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr9_PcAS_24h_3	"Tlr9 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9PcAS-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018255	1C			E	0	1		0	TLR9	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr9_PcAS_24h_4	"Tlr9 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr9 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T9PcAS-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018256	1C			b	0	1		1	TLR7	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr7_mock_1	"Tlr7 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7mock-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018257	1C			b	0	1		1	TLR7	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr7_mock_2	"Tlr7 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7mock-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018258	1C			b	0	1		1	TLR7	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr7_mock_3	"Tlr7 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7mock-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018259	1C			b	0	1		1	TLR7	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Tlr7_mock_4	"Tlr7 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7mock-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018260	1C			D	0	1		0	TLR7	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr7_PcAS_24h_1	"Tlr7 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7PcAS-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018261	1C			D	0	1		0	TLR7	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr7_PcAS_24h_2	"Tlr7 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7PcAS-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018262	1C			D	0	1		0	TLR7	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr7_PcAS_24h_3	"Tlr7 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7PcAS-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018263	1C			D	0	1		0	TLR7	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Tlr7_PcAS_24h_4	"Tlr7 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Tlr7 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: T7PcAS-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018264	1C			d	0	1		1	Unc93b	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Unc93b1_mock_1	"Unc93b1-3d, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Uncmock-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018265	1C			d	0	1		1	Unc93b	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Unc93b1_mock_2	"Unc93b1-3d, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Uncmock-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018266	1C			d	0	1		1	Unc93b	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Unc93b1_mock_3	"Unc93b1-3d, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Uncmock-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018267	1C			d	0	1		1	Unc93b	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Unc93b1_mock_4	"Unc93b1-3d, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Uncmock-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018268	1C			F	0	1		0	Unc93b	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Unc93b1_PcAS_24h_1	"Unc93b1-3d, whole spleen, P. chabaudi infection , 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: UncPcAS-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018269	1C			F	0	1		0	Unc93b	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Unc93b1_PcAS_24h_2	"Unc93b1-3d, whole spleen, P. chabaudi infection , 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: UncPcAS-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018270	1C			F	0	1		0	Unc93b	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Unc93b1_PcAS_24h_3	"Unc93b1-3d, whole spleen, P. chabaudi infection , 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: UncPcAS-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018271	1C			F	0	1		0	Unc93b	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Unc93b1_PcAS_24h_4	"Unc93b1-3d, whole spleen, P. chabaudi infection , 24h"	NA	background strain: C57BL/6	genotype/variation: Unc93b1 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: UncPcAS-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018272	1C			B	0	1		0	MYD88	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Myd88_mock_1	"Myd88 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88mock-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018273	1C			B	0	1		0	MYD88	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Myd88_mock_2	"Myd88 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88mock-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018274	1C			B	0	1		0	MYD88	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Myd88_mock_3	"Myd88 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88mock-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018275	1C			B	0	1		0	MYD88	LOF	(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_Myd88_mock_4	"Myd88 knockout, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88mock-4	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018276	1C			C	0	1		0	MYD88	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Myd88_PcAS_24h_1	"Myd88 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88PcAS-1	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018277	1C			C	0	1		0	MYD88	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Myd88_PcAS_24h_2	"Myd88 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88PcAS-2	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018278	1C			C	0	1		0	MYD88	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Myd88_PcAS_24h_3	"Myd88 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88PcAS-3	NA	NA	NA	NA	NA	NA	NA	NA
GSE41496	GSM1018279	1C			C	0	1		0	MYD88	LOF	P. chabaudi AS (MRA-429)	24h	10^6 infected erythrocytes	whole spleen	spleen_Myd88_PcAS_24h_4	"Myd88 knockout, whole spleen, P. chabaudi infection, 24h"	NA	background strain: C57BL/6	genotype/variation: Myd88 knockout	tissue: spleen	infection: P. chabaudi	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: Myd88PcAS-4	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE50400	GSM1218155	1C			B	0	1		0			IL23;IMO-8400	3d	3 ug;3x15 mg/kg	skin	Sample 1	skin from IL23 mouse treated with IMO-8400	NA	treatment: IMO-8400	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-8400	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218156	1C			B	0	1		0			IL23;IMO-8400	3d	3 ug;3x15 mg/kg	skin	Sample 2	skin from IL23 mouse treated with IMO-8400	NA	treatment: IMO-8400	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-8400	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218157	1C			B	0	1		0			IL23;IMO-8400	3d	3 ug;3x15 mg/kg	skin	Sample 3	skin from IL23 mouse treated with IMO-8400	NA	treatment: IMO-8400	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-8400	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218158	1C			B	0	1		0			IL23;IMO-8400	3d	3 ug;3x15 mg/kg	skin	Sample 4	skin from IL23 mouse treated with IMO-8400	NA	treatment: IMO-8400	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-8400	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218159	1C			B	0	1		0			IL23;IMO-8400	3d	3 ug;3x15 mg/kg	skin	Sample 5	skin from IL23 mouse treated with IMO-8400	NA	treatment: IMO-8400	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-8400	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218160	1C			C	0	1		0			IL23;IMO-3100	3d	3 ug;3x15 mg/kg	skin	Sample 6	skin from IL23 mouse treated with IMO-3100	NA	treatment: IMO-3100	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-3100	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218161	1C			C	0	1		0			IL23;IMO-3100	3d	3 ug;3x15 mg/kg	skin	Sample 7	skin from IL23 mouse treated with IMO-3100	NA	treatment: IMO-3100	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-3100	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218162	1C			C	0	1		0			IL23;IMO-3100	3d	3 ug;3x15 mg/kg	skin	Sample 8	skin from IL23 mouse treated with IMO-3100	NA	treatment: IMO-3100	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-3100	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218163	1C			C	0	1		0			IL23;IMO-3100	3d	3 ug;3x15 mg/kg	skin	Sample 9	skin from IL23 mouse treated with IMO-3100	NA	treatment: IMO-3100	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-3100	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218164	1C			C	0	1		0			IL23;IMO-3100	3d	3 ug;3x15 mg/kg	skin	Sample 10	skin from IL23 mouse treated with IMO-3100	NA	treatment: IMO-3100	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with IMO-3100	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218165	1C			A	0	1		0			IL23	3d	3 ug	skin	Sample 11	skin from IL23 mouse treated with Saline	NA	treatment: saline	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with Saline	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218166	1C			A	0	1		0			IL23	3d	3 ug	skin	Sample 12	skin from IL23 mouse treated with Saline	NA	treatment: saline	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with Saline	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218167	1C			A	0	1		0			IL23	3d	3 ug	skin	Sample 13	skin from IL23 mouse treated with Saline	NA	treatment: saline	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with Saline	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218168	1C			A	0	1		0			IL23	3d	3 ug	skin	Sample 14	skin from IL23 mouse treated with Saline	NA	treatment: saline	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with Saline	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218169	1C			a	0	1		1			(Veh)	3d		skin	Sample 15	skin from IL23 mouse treated with Saline	NA	treatment: saline	condition: IL23 induced phenotype	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from IL23 mouse treated with Saline	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218170	1C			a	0	1		1			(Veh)	3d		skin	Sample 16	skin from normal mouse	NA	treatment: naïve	condition: Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from normal mouse	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218171	1C			a	0	1		1			(Veh)	3d		skin	Sample 17	skin from normal mouse	NA	treatment: naïve	condition: Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from normal mouse	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218172	1C			a	0	1		1			(Veh)	3d		skin	Sample 18	skin from normal mouse	NA	treatment: naïve	condition: Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from normal mouse	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218173	1C			a	0	1		1			(Veh)	3d		skin	Sample 19	skin from normal mouse	NA	treatment: naïve	condition: Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from normal mouse	NA	NA	NA	NA	NA	NA	NA	NA
GSE50400	GSM1218174	1C			a	0	1		1			(Veh)	3d		skin	Sample 20	skin from normal mouse	NA	treatment: naïve	condition: Normal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL1261	NA	skin from normal mouse	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE47147	GSM1145709	2CDirect	Cy3		A	0	1		0	TLR7	GOF				TMD8	TMD8 shTLR7 - day 1 - mAdbID:123812	"TMD8, shTLR7, 24 hr"	"TMD8, shControl, 24 hr"	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shTLR7	time point: day 1	NA	NA	NA	cell line: TMD8	disease state: B cell-like (ABC) subtype of diffuse large B cell lymphoma (DLBCL)	shRNA: shControl	time point: day 1	NA	tissue: blood	tissue: blood	GPL4133	NA	mAdb experiment ID: 123812	NA	NA	NA	NA	NA	NA	NA	NA
