GSE	xpType	RefDye	Group	Ignore	XP	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BSMMapped	BioSampName	Comment	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	source_name_ch2	characteristics_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6
GSE2706	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		untreated 3	GSM52360	Monocyte derived dendritic cells	This sample is also known as IOSI05-025 and IRBDL97	Sample_characteristics: Monocyte derived dendritic cells were generated by culturing human monocytes isolated from buffy coats using CD14 microbeads (Miltenyi)	Sample_data_processing: Affymetrix GCOS 1.2	Sample_extract_protocol: cells were harvested and lysed using Trizol (Invitrogen). An additional RNA clean-up step using the RNAeasy purification kit (Qiagen).	"Sample_growth_protocol_ch: cultured for five days in 10cm tissue culture dishes in RPMI with 10% fetal bovine serum (Hyclone) supplemented with GM-CSF 50ng/ml and IL-4 10 ng/ml. On day 5 MoDCs were harvested and aliquoted into 6 well plate at 0.5 106 cells/ml, 1.5 106 cells/well."	"Sample_hyb_protocol: standard Affymetrix procedures, washes performed using Fluidics Station 400"	Sample_label: biotin	Sample_label_protocol: Affymetrix GeneChip Expression 3’ Amplification One-Cycle Target Labeling kit from about 5ug of total RNA	Sample_molecule: total RNA	Sample_scan_protocol: standard Affymetrix procedures using a GeneChip Scanner 3000	Sample_treatment_protocol_ch: after 2h of incubation at 37°C cells were harvested and RNA extracted	GPL570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE6802	1C		a	0	0	1			(Veh)	4h	10^8/ml	NA	bronchial epithelial cells		control_rep1	GSM157034	"bronchial epithelial cells BEAS-2B, not stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.		NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, not stimulated, replicate 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C			1	0	1			(Veh)	4h	10^8/ml	NA	bronchial epithelial cells	Ignore based on PCA showing batch differences	control_rep2	GSM157035	"bronchial epithelial cells BEAS-2B, not stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.		NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, not stimulated, 4h, replicate 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		a	0	0	1			(Veh)	4h	10^8/ml	NA	bronchial epithelial cells		control_rep3	GSM157036	"bronchial epithelial cells BEAS-2B, not stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, not stimulated, 4h, replicate 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		A	0	0	0			P.aeruginosa	4h	10^8/ml	NA	bronchial epithelial cells		P_aeruginosa_rep1	GSM157037	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated, 4h, replicate 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		A	0	0	0			P.aeruginosa	4h	10^8/ml	NA	bronchial epithelial cells		P_aeruginosa_rep2	GSM157038	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated, 4h, replicate 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C			1	0	0			P.aeruginosa	4h	10^8/ml	NA	bronchial epithelial cells	Ignore based on PCA showing batch differences	P_aeruginosa_rep3	GSM157039	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, P_aeruginosa stimulated, 4h, replicate 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		B	0	0	0			RSV	4h	10^8/ml	NA	bronchial epithelial cells		RSV_rep1	GSM157040	"bronchial epithelial cells BEAS-2B, RSV stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, RSV stimulated, 4h replicate 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		B	0	0	0			RSV	4h	10^8/ml	NA	bronchial epithelial cells		RSV_rep2	GSM157041	"bronchial epithelial cells BEAS-2B, RSV stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, RSV stimulated, 4h, replicate 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C		B	0	0	0			RSV	4h	10^8/ml	NA	bronchial epithelial cells		RSV_rep3	GSM157042	"bronchial epithelial cells BEAS-2B, RSV stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, RSV stimulated, 4h, replicate 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C			1	0	0			S.aureus	4h	10^8/ml	NA	bronchial epithelial cells	Ignore based on PCA	S_aureus_rep1	GSM157043	"bronchial epithelial cells BEAS-2B, S_aureus stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, S_aureus stimulated, 4h, replicate 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE6802	1C			1	0	0			S.aureus	4h	10^8/ml	NA	bronchial epithelial cells	Ignore based on PCA	S_aureus_rep2	GSM157044	"bronchial epithelial cells BEAS-2B, S_aureus stimulated"	Human bronchial epithelial cells BEAS-2B were stimulated in vitro with 10E8/ml	UV-inactivated P. aeruginosa or S. aureus or with RSV (MOI 1) for 4 h.	h.	NA	NA	NA	NA	NA	NA	NA	NA	GPL571	"bronchial epithelial cells BEAS-2B, S_aureus stimulated, 4h, replicate 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	odontoblasts		Odontoblast-like cells_rep1	GSM241721	Healthy human dental pulps from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	odontoblasts		Odontoblast-like cells_rep2	GSM241722	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	odontoblasts		Odontoblast-like cells_rep3	GSM241731	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipoteichoic acid_rep1	GSM241732	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipoteichoic acid_rep2	GSM241733	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipoteichoic acid_rep3	GSM241734	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		C	0	0	0			pIC	8h	25 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with poly(I:C)_rep1	GSM241735	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		C	0	0	0			pIC	8h	25 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with poly(I:C)_rep2	GSM241736	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		C	0	0	0			pIC	8h	25 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with poly(I:C)_rep3	GSM241737	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipopolysaccharide_rep1	GSM241744	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipopolysaccharide_rep2	GSM241746	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	odontoblasts		Odontoblast-like cells treated with lipopolysaccharide_rep3	GSM241753	Healthy human dental pulp from which explants were cultured for 4 weeks to obtain odontoblast-like cell differentiation.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	dental pulp fibroblasts		Dental pulp fibroblasts_rep1	GSM241771	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	dental pulp fibroblasts		Dental pulp fibroblasts_rep2	GSM241773	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		a	0	0	1			(Veh)	8h		NA	dental pulp fibroblasts		Dental pulp fibroblasts_rep3	GSM241775	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipoteichoic acid_rep1	GSM241776	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipoteichoic acid_rep2	GSM241778	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		A	0	0	0			LPA	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipoteichoic acid_rep3	GSM241780	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
